Dialect,序號,詞目,詞性,詞目索引,音讀,音讀（符號）,PFS,PFS輸入式,方言點,釋義,例句,相似詞,相反詞,對應音檔名稱
四縣腔,13990,輸忒,動,"詞目分類索引/人際互動
詞目分類索引/事物情狀
詞目分類索引/運動休閒",su24 ted2,suˊ tedˋ,sû-thet,su1-thet6,,輸掉。,例：任何个比賽輸忒無關係，總愛自家做得再過企起來，將來還係會有成功个一日。(任何的比賽輸掉沒關係，只要自己能再一次站起來，將來還是會有成功的一天。), , ,hk0000012118-1-1　
四縣腔,13991,穌, , ,su24,suˊ,sû,su1,,人名。,例：耶穌。, , ,hk0000012119-1-1　
四縣腔,13992,仇,名, ,su11,suˇ,sù,su2,,1.深切的怨恨。　2.結仇敵視對立的人。　3.姓。,"例：仇報仇，冤報冤。
例：仇人。", , ,hk0000012120-1-1　
四縣腔,13993,仇人,名,"詞目分類索引/人際互動
詞目分類索引/稱謂身分",su11 ngin11,suˇ nginˇ,sù-ngìn,su2-ngin2,,有深切仇怨的人。,例：佢兜兩子爺就像仇人共樣，見面就冤家。(他們父子倆就像仇人似的，見面就吵架。),仇家　仇敵　冤仇人, ,hk0000012121-1-1　
四縣腔,13994,薯,名,"詞目分類索引/疾病醫療
詞目分類索引/飲食
詞目分類索引/植物",su11,suˇ,sù,su2,,1.植物名。　2.皮膚因細菌感染或皮脂腺阻塞等原因而生成的膿包。,"例：馬鈴薯。
例：長薯（青春痘）。", , ,hk0000012122-1-1　
四縣腔,13995,手,名,"詞目分類索引/人體器官
詞目分類索引/疾病醫療",su31,suˋ,sú,su3,,1.人體的上肢。　2.擅長某種技藝的人。　3.技能、本領。　4.處理事情的方法。　5.親自去做。　6.與手有關的事物。,"例：右手。
例：選手。
例：展一手。
例：手段。
例：親手。
例：手落仔。", , ,hk0000012123-1-1　
四縣腔,13996,手鈪,名,詞目分類索引/衣著裝扮,su31 ag2,suˋ agˋ,sú-ak,su3-ak6,,手鐲。,例：這個手鈪係厥阿婆分佢添妝个。(這個手鐲是他的祖母給他添加嫁妝的。), , ,hk0000012124-1-1　
四縣腔,13997,手背,名,"詞目分類索引/人體器官
詞目分類索引/疾病醫療",su31 boi55,suˋ boi,sú-poi,su3-poi4,,手掌的背面。,例：阿公个手背皮皺皺，摸起來粗粗。(爺爺的手背上有很多皺紋，摸起來很粗糙。), , ,hk0000012126-1-1　
四縣腔,13998,手巴掌, , ,su31 ba24 zong31,suˋ baˊ zongˋ,sú-pâ-chóng,su3-pa1-chong3,,手掌。　,例：該隻貓子正一隻手巴掌恁大仔，看著老鼠會著驚。(（那隻小貓只有一個手掌那麼大，看到老鼠會受驚。）),手盤巴掌嫲手掌巴掌, ,hk0000012146-1-1　
四縣腔,13999,手痺痺,形,詞目分類索引/疾病醫療,su31 bi55 bi55,suˋ bi bi,sú-pi-pi,su3-pi4-pi4,,手麻木不靈活的樣子。,例：寒天用冷水洗碗筷，洗到手痺痺。(冬天用冷水洗碗筷，洗得手麻木不靈活。),手瘸瘸, ,hk0000012147-1-1　
四縣腔,14000,手袖仔, ,詞目分類索引/器物用品,su31 qiu55 e31,suˋ qiu eˋ,sú-chhiu-é,su3-chhiu4-e3,,袖套。,例：頭戴笠嫲，手戴手袖仔，腳包腳裹仔，係摘茶姊標準个身裝。(頭戴斗笠，手穿袖套，腳包綁腿布，是採茶姑娘的標準裝扮。), , ,hk0000012154-1-1　
四縣腔,14001,手揋揋,形,"詞目分類索引/疾病醫療
詞目分類索引/人物品評",su31 voi31 voi31,suˋ voiˋ voiˋ,sú-vói-vói,su3-voi3-voi3,,形容不靈活的模樣。,例：佢手揋揋，手巴掌肚个糖仔都跌到滿地泥。(他的手不靈活，手掌裡的糖都掉了一地。),手外外仔　手瘸瘸仔, ,hk0000012155-1-1　
四縣腔,14002,手指甲,名,"詞目分類索引/人體器官
詞目分類索引/疾病醫療",su31 zii31 gab2,suˋ ziiˋ gabˋ,sú-chṳ́-kap,su3-chii3-kap6,,指甲。,例：對手指甲就做得看出一個人个健康。(從手指甲就可以看出一個人的健康。),手指爪, ,hk0000012156-1-1　
四縣腔,14003,手指罅, , ,(特)su31 zii31 la55,(特)suˋ ziiˋ la,(特)sú-chṳ́-la,(特)su3-chii3-la4,,指縫。手指間之縫隙。　,例：佢雖然恁會賺錢，毋過佢手指罅異開，到今無長麼个錢。(（他雖然很會賺錢，不過他出手闊綽，到現在沒存多少錢。）), , ,　hk0000012158-1-1
四縣腔,14004,手指腡,名,"詞目分類索引/人體器官
詞目分類索引/疾病醫療",su31 zii31 lo11,suˋ ziiˋ loˇ,sú-chṳ́-lò,su3-chii3-lo2,,手指頭上的指紋。,例：逐儕人个手指腡都無共樣。(每個人的指紋都不一樣。), , ,hk0000012159-1-1　
四縣腔,14005,手指頭,名,"詞目分類索引/人體器官
詞目分類索引/疾病醫療",su31 zii31 teu11,suˋ ziiˋ teuˇ,sú-chṳ́-thèu,su3-chii3-theu2,,1.手指。　2.大拇指。,"例：佢分燒水熝著，十隻手指頭都盡痛。(他被熱水燙到，十個指頭都很痛。)
例：拈東西長透會用著手指頭。(撿東西常常會用到大拇指。)",手指公, ,hk0000012161-1-1　
四縣腔,14006,手扡扡仔, ,"詞目分類索引/慣用語
詞目分類索引/財經法政
詞目分類索引/生活狀態",su31 ia31 ia31 e31,suˋ iaˋ iaˋ eˋ,sú-yá-yá-é,su3-ya3-ya3-e3,,,, , ,hk0000012163-1-1　
四縣腔,14007,手輕腳輕,形,詞目分類索引/人物品評,su31 kiang24 giog2 kiang24,suˋ kiangˊ giogˋ kiangˊ,sú-khiâng-kiok-khiâng,su3-khiang1-kiok6-khiang1,,形容動作謹慎、輕巧。,例：大家睡當晝个時節，佢就手輕腳輕行落教室。(大家在睡午覺的時候，他動作很輕巧的進入教室。),輕手輕腳,賤手賤腳,hk0000012165-1-1　
四縣腔,14008,手瘸腳跛,形,"詞目分類索引/疾病醫療
詞目分類索引/人物品評",su31 kio11 giog2 bai24,suˋ kioˇ giogˋ baiˊ,sú-khiò-kiok-pâi,su3-khio2-kiok6-pai1,,形容手腳不健全，行動不便的樣子。,例：這個乞食仔手瘸腳跛，看起來盡衰過。(這個乞丐手腳不健全，看起來很可憐。),瘸手跛腳, ,hk0000012166-1-1　
四縣腔,14009,手外外仔,形,"詞目分類索引/慣用語
詞目分類索引/人際互動",su31 ngoi55 ngoi55 e31,suˋ ngoi ngoi eˋ,sú-ngoi-ngoi-é,su3-ngoi4-ngoi4-e3,,不伸援手之意。,例：大家無閒到會死，佢嗄在該手外外仔。(大家忙得要死，他卻不肯伸出援手。),手揋揋, ,hk0000012168-1-1　
四縣腔,14010,手電筒仔,名,詞目分類索引/器物用品,su31 tien55 tung11 e31,suˋ tien tungˇ eˋ,sú-thien-thùng-é,su3-thien4-thung2-e3,,手電筒。以乾電池為動力，便於隨手攜帶的小型筒狀照明設備。,例：風搓夜愛準備好手電筒仔，驚怕會停電。(颱風夜要準備好手電筒，怕會停電。),手電筒, ,hk0000012170-1-1　
四縣腔,14011,手長衫袖短,諺,"詞目分類索引/慣用語
詞目分類索引/生活狀態",su31 cong11 sam24 qiu55 don31,suˋ congˇ samˊ qiu donˋ,sú chhòng sâm chhiu tón,su3 chhong2 sam1 chhiu4 ton3,,原指衣袖不夠長，遮不住雙手。比喻無法掩飾自己的窘境。,例：屋下逐隻月支出多，收入少，輒輒毋罅使，正經係手長衫袖短。(家裡每個月支出多，收入少，常常不敷使用，真是手長衣袖短。), , ,hk0000012171-1-1　
四縣腔,14012,手指拗入無拗出,諺,詞目分類索引/人際互動,su31 zii31 au31 ngib5 mo11 au31 cud2,suˋ ziiˋ auˋ ngib moˇ auˋ cudˋ,sú chṳ́ áu ngi̍p mò áu chhut,su3 chii3 au3 ngip5 mo2 au3 chhut6,,手指頭向內彎而沒有向外彎的，比喻凡事照顧自己人，不會照顧外人。,例：手指拗入無拗出，有錢佢當然先分屋下人賺。(胳臂往內彎，有錢他當然先給家人賺。), , ,hk0000012172-1-1　
四縣腔,14013,手指伸出有長短,諺,詞目分類索引/人物品評,su31 zii31 cun24 cud2 iu24 cong11 don31,suˋ ziiˋ cunˊ cudˋ iuˊ congˇ donˋ,sú chṳ́ chhûn chhut yû chhòng tón,su3 chii3 chhun1 chhut6 yu1 chhong2 ton3,,手指伸出來各有長短。比喻人的賢愚天賦各有不同，無法勉強其達到平等。,例：手指伸出有長短，你無理由要求逐儕都像愛因斯坦。(十指有長短，你不能要求每個人都像愛因斯坦。),馬路有高低, ,hk0000012173-1-1　
四縣腔,14014,手痛好過家，腳痛好繡花,諺,詞目分類索引/生活狀態,su31 tung55 ho31 go55 ga24，giog2 tung55 ho31 xiu55 fa24,suˋ tung hoˋ go gaˊ，giogˋ tung hoˋ xiu faˊ,sú thung hó ko kâ，kiok thung hó siu fâ,su3 thung4 ho3 ko4 ka1，kiok6 thung4 ho3 siu4 fa1,,手痛可串門聊天，腳痛可在家繡花。比喻樂天知命，自得其樂。,例：阿婆个生活態度係手痛好過家，腳痛好繡花恁樂天，實在難得。(奶奶的生活態度是手痛可以串門聊天，腳痛可以在家繡花這麼樂天知命，真的難得。), , ,hk0000012174-1-1　
四縣腔,14015,守,動　名,詞目分類索引/財經法政,su31,suˋ,sú,su3,,1.防禦、看管。　2.維持、遵行。　3.駐留、等待。　4.氣節、品性。　5.職官名。古代一郡的行政長官。　,"守顧。(守法。)
熬更守夜。(操守。)
太守。", , ,hk0000012175-1-1　
四縣腔,14016,守寡,動,"詞目分類索引/宗教民俗
詞目分類索引/生活狀態",su31 gua31,suˋ guaˋ,sú-kóa,su3-koa3,,婦人於丈夫死後，從未再改嫁。,例：阿婆自從三十年前阿公過身以後，就守寡到現下。(奶奶自從三十年前爺爺過世後，就守寡到現在。), , ,hk0000012176-1-1　
四縣腔,14017,守約,動,詞目分類索引/人際互動,su31 iog2,suˋ iogˋ,sú-yok,su3-yok6,,遵守與人約定好的事。,例：摎人講好勢个事，定著愛守約。(與人約好的事，務必要守約。), , ,hk0000012177-1-1　
四縣腔,14018,守節,動,詞目分類索引/人物品評,su31 jied2,suˋ jiedˋ,sú-chiet,su3-chiet6,,1.不改易原本的節操。　2.婦人守寡，不再改嫁。,"例：文天祥守節毋屈服个精神，當得人欽佩。(文天祥守節不屈的精神，使人欽佩。)
例：姐婆守寡到今，已經守節三十零年了。(外婆守寡到今，已經守節三十多年了。)", , ,hk0000012178-1-1　
四縣腔,14019,首, ,詞目分類索引/量詞,su31,suˋ,sú,su3,,1.頭、腦袋。　2.領袖、帶頭領導的人。　3.開頭、開端。　4.最先的、第一的。　5.出面檢舉告發或自陳罪狀。　6.量詞。計算詩詞、歌曲等的單位。　,"斬首。(元首。)
篇首。(首富。)
自首。", , ,hk0000012180-1-1　
四縣腔,14020,首長,名,"詞目分類索引/產業勞動
詞目分類索引/財經法政
詞目分類索引/稱謂身分",su31 zong31,suˋ zongˋ,sú-chóng,su3-chong3,,最高階層的長官。,例：市長係市政府裡背官位最高个行政首長。(市長是市政府內官位最高的行政首長。), , ,hk0000012182-1-1　
四縣腔,14021,戌, ,"詞目分類索引/宗教民俗
詞目分類索引/時間節令",sud2,sudˋ,sut,sut6,,1.地支的第十一位。　2.時辰名。相當於晚上七時到九時。,, , ,hk0000012183-1-1　
四縣腔,14022,受,動, ,su55,su,su,su4,,1.接納。　2.容忍。　3.被、遭。,"例：接受。
例：忍受。
例：受害。", , ,hk0000012184-1-1　
四縣腔,14023,受氣,動,詞目分類索引/人際互動,su55 hi55,su hi,su-hi,su4-hi4,,遭到欺侮而生氣。,例：從細到大佢吂識恁受氣。(從小到大他沒有這樣受氣過。),委屈, ,hk0000012185-1-1　
四縣腔,14024,受害,動,詞目分類索引/生活狀態,su55 hoi55,su hoi,su-hoi,su4-hoi4,,遭受傷害。,例：這擺个水災，當多人受害。(這次的水災，很多人遭受傷害。),受難　受罪, ,hk0000012187-1-1　
四縣腔,14025,受理,動, ,su55 li24,su liˊ,su-lî,su4-li1,,接受並加以處理。,例：這件案仔法院已經受理了。(這件案子法院已經接受並加以處理了。), , ,hk0000012189-1-1　
四縣腔,14026,受領,動, ,su55 liang24,su liangˊ,su-liâng,su4-liang1,,接受。,例：佢个保險金麼人受領？(他的保險金誰領取？), , ,hk0000012190-1-1　
四縣腔,14027,受傷,動,詞目分類索引/疾病醫療,su55 song24,su songˊ,su-sông,su4-song1,,受到傷害。,例：佢打球个時節，無細義跌倒受傷。(他打球的時候，不小心跌倒受傷。),著傷　打傷, ,hk0000012191-1-1　
四縣腔,14028,素, ,"詞目分類索引/事物情狀
詞目分類索引/飲食",su55,su,su,su4,,1.白色的。　2.質樸無華、清淡。　3.事物的基本成分、性質。　4.一種用豆、麥等物製成的調味品。　5.通常指不包括蔥、蒜、韭等蔬菜性的食物。與「葷」相對。,"例：素絲。
例：素素仔。
例：色素。
例：味素（味精）。
例：素菜。", , ,hk0000012192-1-1　
四縣腔,14029,恕, ,"詞目分類索引/思維心態
詞目分類索引/人際互動",su55,su,su,su4,,1.推己及人之道。　2.原諒。,"例：忠恕。
例：寬恕。", , ,hk0000012193-1-1　
四縣腔,14030,庶, , ,su55,su,su,su4,,1.眾多。　2.古代稱平民為「庶」。　3.旁支的。　4.不遠、差不多。,"例：富庶。
例：庶民。
例：庶子。
例：庶幾。", , ,hk0000012194-1-1　
四縣腔,14031,授,動,詞目分類索引/教育文化,su55,su,su,su4,,1.給與。　2.傳習。,"例：授意。
例：教授。", , ,hk0000012195-1-1　
四縣腔,14032,售, ,詞目分類索引/財經法政,su55,su,su,su4,,賣出。,例：銷售。, , ,hk0000012196-1-1　
四縣腔,14033,訴, , ,su55,su,su,su4,,1.陳述、敘說。　2.告狀。　3.求助。,"例：訴苦。
例：控訴。
例：訴諸武力。", , ,hk0000012197-1-1　
四縣腔,14034,訴狀,名,詞目分類索引/財經法政,su55 cong55,su cong,su-chhong,su4-chhong4,,陳述事實、事件的書面文字。,例：佢拿訴狀去法院告該個壞人。(他拿訴狀去法院告那個壞人。),稟仔　狀仔, ,hk0000012198-1-1　
四縣腔,14035,訴訟, ,詞目分類索引/財經法政,su55 xiung55,su xiung,su-siung,su4-siung4,,因受到侵害、或其他事項發生爭執不能解決時，請求司法機關依法裁判的行為。　,"兩片个人都愛和解，就毋使進行訴訟了。
兩邊的人都要和解，就不必進行訴訟了。",打官司　, ,hk0000012199-1-1　
四縣腔,14036,壽,名,詞目分類索引/宗教民俗,su55,su,su,su4,,1.活得久、年紀大。　2.年歲。　3.生日。　4.祝壽用的。　5.死後準備裝殮用的。　6.姓。,"例：福壽雙全。
例：壽命。
例：壽辰。
例：壽桃。
例：壽板。", , ,hk0000012200-1-1　
四縣腔,14037,壽命,名,詞目分類索引/疾病醫療,su55 miang55,su miang,su-miang,su4-miang4,,1.指生物的生命期限。　2.物品存在或使用的期限。,"例：人類个平均壽命做得到七八十歲。(人類的平均生命可以到七八十歲。)
例：這隻電池个壽命，斯有三點鐘定定。(這個電池的使用期限，只有三個小時而已。)",壽年, ,hk0000012201-1-1　
四縣腔,14038,壽終,動,詞目分類索引/宗教民俗,su55 zung24,su zungˊ,su-chûng,su4-chung1,,（忌）自然死亡。,例：隔壁个老阿伯昨暗晡壽終，厥屋下人當難過。(隔壁的老阿伯昨晚自然死亡，他的家人很難過。),變仙　過身, ,hk0000012203-1-1　
四縣腔,14039,壽年長,形,詞目分類索引/宗教民俗,su55 ngien11 cong11,su ngienˇ congˇ,su-ngièn-chhòng,su4-ngien2-chhong2,,活得很長久。,例：「九月初九係重陽，菊花開來滿山黃，有好山歌拿來唱，無愁無慮壽年長。」引自客家山歌＜重陽敬老＞。,長命　長壽　長生不老, ,hk0000012204-1-1　
四縣腔,14040,壽比南山,形,詞目分類索引/宗教民俗,su55 bi31 nam11 san24,su biˋ namˇ sanˊ,su-pí-nàm-sân,su4-pi3-nam2-san1,,喻壽命如南山那樣長久，為祝人長壽之辭。,例：今晡日係阿公个生日，大家恭祝佢壽比南山。(今天是爺爺的生日，大家恭祝他壽比南山。), , ,hk0000012205-1-1　
四縣腔,14041,署,名　動, ,su55,su,su,su4,,1.政府的組織單位。例：衛生署。　2.布置。例：部署。　3.簽寫。例：署名。,, , ,hk0000012206-1-1　
四縣腔,14042,賜,動, ,su55,su,su,su4,,1.上對下的給予。　2.恩惠。　3.有求於人時的謙敬詞。,"例：恩賜。
例：受賜。
例：賜教。", , ,hk0000012207-1-1　
四縣腔,14043,賜福,動,詞目分類索引/宗教民俗,su55 fug2,su fugˋ,su-fuk,su4-fuk6,,給予幸福。,例：這下做得過好日仔，愛感謝上天賜福。(現在能夠過好日子，要感謝上天給予幸福。),降福, ,hk0000012208-1-1　
四縣腔,14044,賜教,動,詞目分類索引/人際互動,su55 gau55,su gau,su-kau,su4-kau4,,請人指教的敬詞。,例：假使有人對這篇文章有意見，請賜教。(假如有人對這篇文章有意見，請賜教。),指教　指導, ,hk0000012209-1-1　
四縣腔,14045,數,名, ,su55,su,su,su4,,數目、數量。,例：數字。, , ,hk0000012210-1-1　
